Pedido;UF;Logger;LPN;MODAL;Data da coleta;Data da entrega;COLETA EMBARQUE;ENTREGA EMBARQUE
557860;BA;A5533;00019200000013329375;MultiModal;30/06/2026 04:35;01/07/2026 12:00;30/06/2026 04:35;01/07/2026 12:00
557860;BA;A6177;00019200000013329383;MultiModal;30/06/2026 04:35;01/07/2026 12:00;30/06/2026 04:35;01/07/2026 12:00
557860;BA;A5791;00019200000013329391;MultiModal;30/06/2026 04:35;01/07/2026 12:00;30/06/2026 04:35;01/07/2026 12:00
557860;BA;A7460;00019200000013329405;MultiModal;30/06/2026 04:35;01/07/2026 12:00;30/06/2026 04:35;01/07/2026 12:00
557863;BA;A4807;00019200000013315250;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A0335;00019200000013315269;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A4675;00019200000013315277;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A6170;00019200000013315285;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A7613;00019200000013315293;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A8765;00019200000013315307;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;TA0991;00019200000013315315;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;A9446;00019200000013315323;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;A8970;00019200000013315331;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;A5538;00019200000013315340;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A8727;00019200000013315358;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;TA0206;00019200000013315374;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;TA0938;00019200000013315382;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;A5577;00019200000013315390;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;A2595;00019200000013315404;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;A0902;00019200000013315412;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;A6909;00019200000013315455;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A5593;00019200000013315463;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A8477;00019200000013315471;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;A5853;00019200000013315480;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;TA0282;00019200000013315498;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;A8997;00019200000013315501;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A7183;00019200000013315510;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A1224;00019200000013315528;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 03:42;-
557863;BA;A5104;00019200000013315560;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A4613;00019200000013315579;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;TA0080;00019200000013315587;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A5783;00019200000013315595;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557863;BA;A3409;00019200000013315609;MultiModal;30/06/2026 03:42;01/07/2026 12:00;30/06/2026 04:36;01/07/2026 12:00
557866;BA;A6966;00019200000013331612;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A6426;00019200000013331620;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A1173;00019200000013331639;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A9468;00019200000013331647;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A0651;00019200000013331655;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A7475;00019200000013331663;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A6569;00019200000013331671;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A4835;00019200000013331680;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A4749;00019200000013331698;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;TA0121;00019200000013331701;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A3444;00019200000013332295;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A4368;00019200000013332309;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A8918;00019200000013332317;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A5479;00019200000013332325;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A3727;00019200000013332333;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A8629;00019200000013332341;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;TA0045;00019200000013332350;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A2816;00019200000013332368;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A7870;00019200000013332376;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A6543;00019200000013332384;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A4566;00019200000013332392;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A9099;00019200000013332406;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A6240;00019200000013332414;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A8543;00019200000013332422;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A1755;00019200000013332430;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 04:00;09/07/2026 16:00
557866;BA;A7086;00019200000013332449;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557866;BA;A8392;00019200000013332457;MultiModal;29/06/2026 03:59;30/06/2026 14:00;29/06/2026 03:59;30/06/2026 14:00
557880;BA;A8168;00019200000013320556;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A6493;00019200000013320564;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A9581;00019200000013320572;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A2999;00019200000013320580;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A5545;00019200000013320599;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;TA1128;00019200000013320602;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A6782;00019200000013320610;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A8230;00019200000013320769;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A6873;00019200000013320777;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A2648;00019200000013320785;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A3142;00019200000013320793;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A7495;00019200000013320807;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A7189;00019200000013320815;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A7907;00019200000013320823;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;TA0353;00019200000013320831;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A8745;00019200000013320840;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A3185;00019200000013320858;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A7752;00019200000013320866;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A2587;00019200000013320874;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A7818;00019200000013320882;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A5755;00019200000013320890;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;TA1235;00019200000013320904;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;TA0383;00019200000013320912;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;TA0469;00019200000013320920;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A0287;00019200000013320939;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;TA0310;00019200000013320947;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A8365;00019200000013320955;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A8978;00019200000013320963;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A6774;00019200000013320971;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A8845;00019200000013320980;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A7261;00019200000013320998;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A9202;00019200000013321455;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A2614;00019200000013321463;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A3291;00019200000013321471;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A0143;00019200000013321480;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;TA0365;00019200000013321498;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A8669;00019200000013323342;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A8898;00019200000013323350;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A5555;00019200000013323369;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A7227;00019200000013323377;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A7927;00019200000013323385;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A7269;00019200000013323393;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;TA0744;00019200000013323407;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A6634;00019200000013323415;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557880;BA;A9453;00019200000013326775;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A0597;00019200000013326783;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 05:41;07/07/2026 08:30
557880;BA;A5434;00019200000013326791;MultiModal;06/07/2026 04:04;07/07/2026 08:30;06/07/2026 04:04;07/07/2026 08:30
557884;BA;A4430;00019200000013316982;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A7309;00019200000013316990;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A7175;00019200000013317008;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A5059;00019200000013317016;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A3046;00019200000013317024;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A6157;00019200000013317032;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A4394;00019200000013317040;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A6346;00019200000013317059;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A4544;00019200000013317067;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A3197;00019200000013317075;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A3194;00019200000013317083;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A1552;00019200000013317091;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A2927;00019200000013317105;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A5111;00019200000013317113;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A0663;00019200000013317121;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A0379;00019200000013317130;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A1463;00019200000013317148;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A7284;00019200000013317156;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A3053;00019200000013317164;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A7945;00019200000013317172;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A7003;00019200000013317180;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A7798;00019200000013317199;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A7562;00019200000013317202;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A9644;00019200000013317210;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A7968;00019200000013317229;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A5121;00019200000013317237;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A3966;00019200000013317245;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;TA0321;00019200000013317253;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A4878;00019200000013317261;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;A7976;00019200000013317270;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A6861;00019200000013317288;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A7270;00019200000013317598;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A6678;00019200000013317881;MultiModal;29/06/2026 01:14;30/06/2026 14:00;30/06/2026 05:33;01/07/2026 12:00
557884;BA;TA0795;00019200000013320343;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557884;BA;A0893;00019200000013320696;MultiModal;29/06/2026 01:14;30/06/2026 14:00;29/06/2026 01:14;30/06/2026 14:00
557885;BA;TA1127;00019200000012615757;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A2756;00019200000013226010;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A5055;00019200000013226037;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A7376;00019200000013226045;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A7861;00019200000013226053;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A5054;00019200000013226061;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A3107;00019200000013226070;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A0330;00019200000013226088;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A8740;00019200000013226096;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A2656;00019200000013226100;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A4698;00019200000013226126;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A4906;00019200000013226134;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A8164;00019200000013226142;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A8350;00019200000013226150;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A6311;00019200000013226169;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A7660;00019200000013226177;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A5528;00019200000013226185;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A4240;00019200000013226193;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A0336;00019200000013226207;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;TA0865;00019200000013226215;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A8127;00019200000013226223;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A3199;00019200000013226231;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A3800;00019200000013226240;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A3818;00019200000013226258;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A9532;00019200000013226266;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A2379;00019200000013226274;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A0771;00019200000013226851;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A9309;00019200000013226860;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557885;BA;A6837;00019200000013226878;MultiModal;24/06/2026 04:36;03/07/2026 09:55;24/06/2026 04:36;03/07/2026 09:55
557886;BA;A3906;00019200000013316869;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;A3039;00019200000013319914;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;A0532;00019200000013319922;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A9135;00019200000013319930;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A3470;00019200000013319949;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A4858;00019200000013319957;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A1787;00019200000013319990;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A7716;00019200000013320009;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;TA1059;00019200000013320351;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;TA0641;00019200000013320360;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;A6501;00019200000013320378;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;A3081;00019200000013320386;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;A1292;00019200000013320394;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;A7910;00019200000013320408;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;A4790;00019200000013320416;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A3032;00019200000013320432;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A4139;00019200000013320440;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A5048;00019200000013320459;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A8988;00019200000013320467;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;A3637;00019200000013320475;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;A2556;00019200000013320483;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A4837;00019200000013320491;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;A1539;00019200000013320505;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;A3186;00019200000013320513;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557886;BA;TA0987;00019200000013320521;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 05:15;26/06/2026 08:50
557886;BA;TA0964;00019200000013320530;MultiModal;24/06/2026 05:15;26/06/2026 08:50;24/06/2026 15:29;26/06/2026 08:50
557887;BA;A6642;00019200000013316770;MultiModal;29/06/2026 00:58;30/06/2026 14:00;29/06/2026 00:58;30/06/2026 14:00
557887;BA;A0259;00019200000013316788;MultiModal;29/06/2026 00:58;30/06/2026 14:00;29/06/2026 00:58;30/06/2026 14:00
557887;BA;TA0959;00019200000013316796;MultiModal;29/06/2026 00:58;30/06/2026 14:00;29/06/2026 00:58;30/06/2026 14:00
557887;BA;A6519;00019200000013316800;MultiModal;29/06/2026 00:58;30/06/2026 14:00;29/06/2026 00:58;30/06/2026 14:00
557887;BA;A8302;00019200000013316818;MultiModal;29/06/2026 00:58;30/06/2026 14:00;29/06/2026 00:58;30/06/2026 14:00
557887;BA;A7133;00019200000013316826;MultiModal;29/06/2026 00:58;30/06/2026 14:00;29/06/2026 00:58;30/06/2026 14:00
557887;BA;A6653;00019200000013316834;MultiModal;29/06/2026 00:58;30/06/2026 14:00;29/06/2026 00:58;30/06/2026 14:00
557887;BA;A8006;00019200000013316842;MultiModal;29/06/2026 00:58;30/06/2026 14:00;29/06/2026 00:58;30/06/2026 14:00
557887;BA;A6358;00019200000013328433;MultiModal;29/06/2026 00:58;30/06/2026 14:00;29/06/2026 00:58;30/06/2026 14:00
