Caixa;Tipo de caixa;Tipo térmico;Pedido;UF;Logger;LPN;MODAL;Data da coleta;Data da entrega;COLETA EMBARQUE;ENTREGA EMBARQUE
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;555088;AC;A0239;00019200000013202200;MultiModal;02/07/2026 00:10;07/07/2026 18:00;02/07/2026 00:10;07/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;555088;AC;TA0335;00019200000013202219;MultiModal;02/07/2026 00:10;07/07/2026 18:00;02/07/2026 00:10;07/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A9047;00019200000013429230;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A4478;00019200000013429248;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A5861;00019200000013429256;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A6786;00019200000013429264;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A2047;00019200000013429272;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A1927;00019200000013429280;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A6236;00019200000013429299;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;TA0195;00019200000013429302;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;TA0513;00019200000013429310;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;TA1007;00019200000013429329;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;TA0037;00019200000013429337;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A9208;00019200000013429345;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;TA0407;00019200000013429353;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;TA0354;00019200000013429361;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A8023;00019200000013429370;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A9431;00019200000013429388;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A9609;00019200000013429396;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A6244;00019200000013429400;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A8055;00019200000013429418;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A8216;00019200000013429426;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A9107;00019200000013429434;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557837;AC;A2449;00019200000013429442;MultiModal;07/07/2026 01:05;09/07/2026 18:00;07/07/2026 01:05;09/07/2026 18:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558494;AC;A7884;00019200000013486489;MultiModal;13/07/2026 23:14;20/07/2026 18:00;14/07/2026 22:51;-
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;560388;AC;A6102;00019200000013488201;MultiModal;13/07/2026 00:46;15/07/2026 15:00;13/07/2026 00:46;15/07/2026 15:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;TA0074;00019200000013325639;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A3596;00019200000013325647;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A0168;00019200000013325655;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A1824;00019200000013325663;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A9560;00019200000013326236;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;TA0110;00019200000013326244;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A9102;00019200000013326414;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A0014;00019200000013326422;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A4775;00019200000013326430;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A7763;00019200000013326449;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A0094;00019200000013326457;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A4457;00019200000013326465;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A5736;00019200000013326473;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A6526;00019200000013326481;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A3553;00019200000013326490;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A6903;00019200000013326503;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A7286;00019200000013326511;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;TA0739;00019200000013326520;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A2990;00019200000013326538;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A7678;00019200000013326546;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A1406;00019200000013326554;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;TA0895;00019200000013326562;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;557839;AL;A6307;00019200000013326570;MultiModal;02/07/2026 04:24;03/07/2026 14:38;02/07/2026 04:24;03/07/2026 14:38
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558643;AL;A6351;00019200000013245066;MultiModal;01/07/2026 04:32;02/07/2026 14:19;01/07/2026 04:32;02/07/2026 14:19
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558643;AL;A0654;00019200000013245074;MultiModal;01/07/2026 04:32;02/07/2026 14:19;01/07/2026 04:32;02/07/2026 14:19
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558643;AL;A3489;00019200000013245082;MultiModal;01/07/2026 04:32;02/07/2026 14:19;01/07/2026 04:32;02/07/2026 14:19
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558643;AL;A8069;00019200000013245090;MultiModal;01/07/2026 04:32;02/07/2026 14:19;01/07/2026 04:32;02/07/2026 14:19
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558643;AL;A6524;00019200000013245864;MultiModal;01/07/2026 04:32;02/07/2026 14:19;01/07/2026 04:32;02/07/2026 14:19
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558643;AL;A6961;00019200000013245872;MultiModal;01/07/2026 04:32;02/07/2026 14:19;01/07/2026 04:32;02/07/2026 14:19
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558362;AM;A0029;00019200000013423207;MultiModal;06/07/2026 00:02;07/07/2026 16:14;06/07/2026 00:02;07/07/2026 16:16
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8540;00019200000013197509;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8818;00019200000013198319;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A5155;00019200000013198327;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;TA0821;00019200000013198394;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A0250;00019200000013198408;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8519;00019200000013198416;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A1577;00019200000013198424;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A3980;00019200000013198432;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A9594;00019200000013198440;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A1046;00019200000013198459;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8734;00019200000013198467;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A6613;00019200000013198475;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8438;00019200000013198483;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;TA1034;00019200000013198491;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8559;00019200000013198505;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A7785;00019200000013198513;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A5752;00019200000013198521;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8507;00019200000013198530;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A3751;00019200000013198548;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A3468;00019200000013198556;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A5615;00019200000013198564;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A7193;00019200000013198572;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A5749;00019200000013198580;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A6430;00019200000013198599;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A6765;00019200000013198602;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A7431;00019200000013198610;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8381;00019200000013198629;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A2701;00019200000013198637;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A0718;00019200000013198645;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;TA0898;00019200000013198653;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A3017;00019200000013198661;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 10:50;14/07/2026 16:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8181;00019200000013198670;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8733;00019200000013198688;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 10:50;14/07/2026 16:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A3077;00019200000013199331;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A9327;00019200000013199340;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A6615;00019200000013199358;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A6017;00019200000013199366;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A1108;00019200000013199374;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;TA1208;00019200000013199382;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A7961;00019200000013199390;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A3693;00019200000013199404;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A7805;00019200000013199412;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A4748;00019200000013199420;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;TA0776;00019200000013199439;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A4754;00019200000013199447;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A3532;00019200000013199455;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A6428;00019200000013199463;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A6337;00019200000013199471;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A3613;00019200000013199480;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A4987;00019200000013199498;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8008;00019200000013199501;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A5870;00019200000013199510;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A9436;00019200000013199528;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A2575;00019200000013199536;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A4165;00019200000013199544;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 10:50;14/07/2026 16:00
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A1984;00019200000013199552;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8552;00019200000013199560;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;TA0411;00019200000013199579;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A5611;00019200000013199587;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;TA0520;00019200000013199595;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A2874;00019200000013199609;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;TA0876;00019200000013199617;MultiModal;06/07/2026 00:22;07/07/2026 16:07;06/07/2026 00:22;08/07/2026 12:41
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A9027;00019200000013199625;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A9676;00019200000013199633;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8988;00019200000013199641;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A2957;00019200000013199650;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A0218;00019200000013199668;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A4082;00019200000013199676;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A3603;00019200000013199684;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A9489;00019200000013199692;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A4311;00019200000013199706;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A2661;00019200000013199714;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8879;00019200000013199722;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A7231;00019200000013199730;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A8598;00019200000013199749;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A7784;00019200000013199757;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A3655;00019200000013199765;MultiModal;06/07/2026 00:22;07/07/2026 16:07;07/07/2026 01:02;07/07/2026 16:10
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A2505;00019200000013199773;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A7450;00019200000013199781;MultiModal;06/07/2026 00:22;07/07/2026 16:07;13/07/2026 00:34;14/07/2026 16:05
CAIXA 130L;CAIXA 130L COM BERÇO;2 C a 8 C;558449;AM;A9214;00019200000013199790;MultiModal;06/07/2026 00:22;07/07/2026 16:07;09/07/2026 03:27;13/07/2026 13:20
